id,date,city,state,type,ideology,subideology,group,description,image
14386,5/21/2020,Clarksville,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""Better dead than red,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14387,5/21/2020,Cocoa Beach,FL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""For the nation against the state,"" ""Revolution is tradition,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14388,5/21/2020,Dekalb,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Better dead than red,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14389,5/21/2020,El Segundo,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""To ourselves and our posterity,"" and ""America first.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14390,5/21/2020,Frederick,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Reject poison,"" ""For the nation against the state,"" ""Life liberty victory,"" ""Reclaim America,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14391,5/21/2020,Georgia,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""America first,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14392,5/21/2020,Glen Allen,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Reject poison,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14393,5/21/2020,Hagerstown,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""For the nation against the state,"" ""Revolution is tradition,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14394,5/21/2020,Halfway,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Not stolen conquered,"" ""For the nation against the state,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14395,5/21/2020,Harwich,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Life liberty victory,"" and ""Strong families make strong nations.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
14396,5/21/2020,Killeen,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Reclaim America,"" and ""Revolution is tradition.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14397,5/21/2020,Lewiston,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America"" and ""America first.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14398,5/21/2020,Long Beach,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14399,5/21/2020,Middletown,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""To ourselves and our posterity,"" ""For the nation against the state,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14400,5/21/2020,Montpelier,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory"" and ""Our tradition is revolution.""",
14401,5/21/2020,Niagara Falls,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Reject poison,"" ""Reclaim America,"" and ""America first.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14402,5/21/2020,North Bend,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Reject poison,"" ""America first,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14403,5/21/2020,Omaha,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""Reclaim America,"" ""One nation against invasion,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14404,5/21/2020,Orlando,FL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Like of our nation liberty of our people victory of the American spirit,"" ""Reject poison,"" ""For the nation against the state,"" ""America is not for sale,"" ""Revolution is tradition,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14405,5/21/2020,Petersburg,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Life liberty victory,"" ""Reject poison,"" and ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14406,5/21/2020,Provo,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""For the nation against the state,"" ""Not stolen conquered,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
14407,5/21/2020,St. Albans,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""United we stand,"" ""America is not for sale,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14408,5/21/2020,Stafford,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""No more foreign wars,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",
14409,5/21/2020,Whitehouse,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Life liberty victory,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14410,5/21/2020,Dunstable,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a white supremacist group, distributed propaganda featuring the group's logo that read: ""NSC Zone,"" ""Anticapitalist Anticommunist,"" and ""Nationalist Social Club 131.""",
14698,5/21/2020,Frederick,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,unknown,"An unknown person or group distributed propaganda sold by Our Fight Clothing Co. that read: ""Identity Style Revolt,"" ""American spirit European blood,"" and ""Our fight.""",
14164,5/20/2020,Los Angeles,CA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, posted propaganda on street signs outside the Simon Wiesenthal Center's Museum of Tolerance, which is in a predominantly Jewish neighborhood, fhat read: ""Our tradition is revolution,"" ""Revolution is tradition,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14270,5/20/2020,Glendale,AZ,Terrorist Plot/Attack,Right Wing (Other),,,"Armando Hernandez, Jr., was arrested by Glendale, Arizona, police on 16 criminal charges following a shooting at a shopping center that injured three people. Prosecutors have said Hernandez was an adherent of the misogynistic incel subculture and specifically targted couples.",
14411,5/20/2020,Indianapolis,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a white supremacist group, distributed propaganda that read: ""Google Tommie Lindh 131.""",
